dataset,condition_id,condition_name,shaft_speed_rpm,radial_load_kn,bearing_id,bearing_index,snapshot_index,relative_path,split,n_signal_samples,sampling_rate_hz,snapshot_duration_seconds,snapshot_interval_minutes,rul_minutes
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1192,40Hz10kN/Bearing3_1/1192.csv,train,32768,25600,1.28,1,1346
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1193,40Hz10kN/Bearing3_1/1193.csv,train,32768,25600,1.28,1,1345
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1194,40Hz10kN/Bearing3_1/1194.csv,train,32768,25600,1.28,1,1344
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1195,40Hz10kN/Bearing3_1/1195.csv,train,32768,25600,1.28,1,1343
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1196,40Hz10kN/Bearing3_1/1196.csv,train,32768,25600,1.28,1,1342
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1197,40Hz10kN/Bearing3_1/1197.csv,train,32768,25600,1.28,1,1341
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1198,40Hz10kN/Bearing3_1/1198.csv,train,32768,25600,1.28,1,1340
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1199,40Hz10kN/Bearing3_1/1199.csv,train,32768,25600,1.28,1,1339
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1200,40Hz10kN/Bearing3_1/1200.csv,train,32768,25600,1.28,1,1338
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1201,40Hz10kN/Bearing3_1/1201.csv,train,32768,25600,1.28,1,1337
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1202,40Hz10kN/Bearing3_1/1202.csv,train,32768,25600,1.28,1,1336
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1203,40Hz10kN/Bearing3_1/1203.csv,train,32768,25600,1.28,1,1335
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1204,40Hz10kN/Bearing3_1/1204.csv,train,32768,25600,1.28,1,1334
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1205,40Hz10kN/Bearing3_1/1205.csv,train,32768,25600,1.28,1,1333
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1206,40Hz10kN/Bearing3_1/1206.csv,train,32768,25600,1.28,1,1332
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1207,40Hz10kN/Bearing3_1/1207.csv,train,32768,25600,1.28,1,1331
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1208,40Hz10kN/Bearing3_1/1208.csv,train,32768,25600,1.28,1,1330
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1209,40Hz10kN/Bearing3_1/1209.csv,train,32768,25600,1.28,1,1329
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1210,40Hz10kN/Bearing3_1/1210.csv,train,32768,25600,1.28,1,1328
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1211,40Hz10kN/Bearing3_1/1211.csv,train,32768,25600,1.28,1,1327
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1212,40Hz10kN/Bearing3_1/1212.csv,train,32768,25600,1.28,1,1326
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1213,40Hz10kN/Bearing3_1/1213.csv,train,32768,25600,1.28,1,1325
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1214,40Hz10kN/Bearing3_1/1214.csv,train,32768,25600,1.28,1,1324
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1215,40Hz10kN/Bearing3_1/1215.csv,train,32768,25600,1.28,1,1323
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1216,40Hz10kN/Bearing3_1/1216.csv,train,32768,25600,1.28,1,1322
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1217,40Hz10kN/Bearing3_1/1217.csv,train,32768,25600,1.28,1,1321
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1218,40Hz10kN/Bearing3_1/1218.csv,train,32768,25600,1.28,1,1320
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1219,40Hz10kN/Bearing3_1/1219.csv,train,32768,25600,1.28,1,1319
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1220,40Hz10kN/Bearing3_1/1220.csv,train,32768,25600,1.28,1,1318
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1221,40Hz10kN/Bearing3_1/1221.csv,train,32768,25600,1.28,1,1317
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1222,40Hz10kN/Bearing3_1/1222.csv,train,32768,25600,1.28,1,1316
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1223,40Hz10kN/Bearing3_1/1223.csv,train,32768,25600,1.28,1,1315
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1224,40Hz10kN/Bearing3_1/1224.csv,train,32768,25600,1.28,1,1314
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1225,40Hz10kN/Bearing3_1/1225.csv,train,32768,25600,1.28,1,1313
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1226,40Hz10kN/Bearing3_1/1226.csv,train,32768,25600,1.28,1,1312
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1227,40Hz10kN/Bearing3_1/1227.csv,train,32768,25600,1.28,1,1311
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1228,40Hz10kN/Bearing3_1/1228.csv,train,32768,25600,1.28,1,1310
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1229,40Hz10kN/Bearing3_1/1229.csv,train,32768,25600,1.28,1,1309
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1230,40Hz10kN/Bearing3_1/1230.csv,train,32768,25600,1.28,1,1308
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1231,40Hz10kN/Bearing3_1/1231.csv,train,32768,25600,1.28,1,1307
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1232,40Hz10kN/Bearing3_1/1232.csv,train,32768,25600,1.28,1,1306
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1233,40Hz10kN/Bearing3_1/1233.csv,train,32768,25600,1.28,1,1305
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1234,40Hz10kN/Bearing3_1/1234.csv,train,32768,25600,1.28,1,1304
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1235,40Hz10kN/Bearing3_1/1235.csv,train,32768,25600,1.28,1,1303
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1236,40Hz10kN/Bearing3_1/1236.csv,train,32768,25600,1.28,1,1302
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1237,40Hz10kN/Bearing3_1/1237.csv,train,32768,25600,1.28,1,1301
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1238,40Hz10kN/Bearing3_1/1238.csv,train,32768,25600,1.28,1,1300
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1239,40Hz10kN/Bearing3_1/1239.csv,train,32768,25600,1.28,1,1299
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1240,40Hz10kN/Bearing3_1/1240.csv,train,32768,25600,1.28,1,1298
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1241,40Hz10kN/Bearing3_1/1241.csv,train,32768,25600,1.28,1,1297
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1242,40Hz10kN/Bearing3_1/1242.csv,train,32768,25600,1.28,1,1296
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1243,40Hz10kN/Bearing3_1/1243.csv,train,32768,25600,1.28,1,1295
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1244,40Hz10kN/Bearing3_1/1244.csv,train,32768,25600,1.28,1,1294
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1245,40Hz10kN/Bearing3_1/1245.csv,train,32768,25600,1.28,1,1293
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1246,40Hz10kN/Bearing3_1/1246.csv,train,32768,25600,1.28,1,1292
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1247,40Hz10kN/Bearing3_1/1247.csv,train,32768,25600,1.28,1,1291
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1248,40Hz10kN/Bearing3_1/1248.csv,train,32768,25600,1.28,1,1290
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1249,40Hz10kN/Bearing3_1/1249.csv,train,32768,25600,1.28,1,1289
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1250,40Hz10kN/Bearing3_1/1250.csv,train,32768,25600,1.28,1,1288
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1251,40Hz10kN/Bearing3_1/1251.csv,train,32768,25600,1.28,1,1287
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1252,40Hz10kN/Bearing3_1/1252.csv,train,32768,25600,1.28,1,1286
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1253,40Hz10kN/Bearing3_1/1253.csv,train,32768,25600,1.28,1,1285
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1254,40Hz10kN/Bearing3_1/1254.csv,train,32768,25600,1.28,1,1284
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1255,40Hz10kN/Bearing3_1/1255.csv,train,32768,25600,1.28,1,1283
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1256,40Hz10kN/Bearing3_1/1256.csv,train,32768,25600,1.28,1,1282
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1257,40Hz10kN/Bearing3_1/1257.csv,train,32768,25600,1.28,1,1281
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1258,40Hz10kN/Bearing3_1/1258.csv,train,32768,25600,1.28,1,1280
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1259,40Hz10kN/Bearing3_1/1259.csv,train,32768,25600,1.28,1,1279
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1260,40Hz10kN/Bearing3_1/1260.csv,train,32768,25600,1.28,1,1278
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1261,40Hz10kN/Bearing3_1/1261.csv,train,32768,25600,1.28,1,1277
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1262,40Hz10kN/Bearing3_1/1262.csv,train,32768,25600,1.28,1,1276
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1263,40Hz10kN/Bearing3_1/1263.csv,train,32768,25600,1.28,1,1275
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1264,40Hz10kN/Bearing3_1/1264.csv,train,32768,25600,1.28,1,1274
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1265,40Hz10kN/Bearing3_1/1265.csv,train,32768,25600,1.28,1,1273
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1266,40Hz10kN/Bearing3_1/1266.csv,train,32768,25600,1.28,1,1272
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1267,40Hz10kN/Bearing3_1/1267.csv,train,32768,25600,1.28,1,1271
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1268,40Hz10kN/Bearing3_1/1268.csv,train,32768,25600,1.28,1,1270
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1269,40Hz10kN/Bearing3_1/1269.csv,train,32768,25600,1.28,1,1269
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1270,40Hz10kN/Bearing3_1/1270.csv,train,32768,25600,1.28,1,1268
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1271,40Hz10kN/Bearing3_1/1271.csv,train,32768,25600,1.28,1,1267
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1272,40Hz10kN/Bearing3_1/1272.csv,train,32768,25600,1.28,1,1266
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1273,40Hz10kN/Bearing3_1/1273.csv,train,32768,25600,1.28,1,1265
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1274,40Hz10kN/Bearing3_1/1274.csv,train,32768,25600,1.28,1,1264
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1275,40Hz10kN/Bearing3_1/1275.csv,train,32768,25600,1.28,1,1263
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1276,40Hz10kN/Bearing3_1/1276.csv,train,32768,25600,1.28,1,1262
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1277,40Hz10kN/Bearing3_1/1277.csv,train,32768,25600,1.28,1,1261
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1278,40Hz10kN/Bearing3_1/1278.csv,train,32768,25600,1.28,1,1260
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1279,40Hz10kN/Bearing3_1/1279.csv,train,32768,25600,1.28,1,1259
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1280,40Hz10kN/Bearing3_1/1280.csv,train,32768,25600,1.28,1,1258
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1281,40Hz10kN/Bearing3_1/1281.csv,train,32768,25600,1.28,1,1257
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1282,40Hz10kN/Bearing3_1/1282.csv,train,32768,25600,1.28,1,1256
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1283,40Hz10kN/Bearing3_1/1283.csv,train,32768,25600,1.28,1,1255
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1284,40Hz10kN/Bearing3_1/1284.csv,train,32768,25600,1.28,1,1254
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1285,40Hz10kN/Bearing3_1/1285.csv,train,32768,25600,1.28,1,1253
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1286,40Hz10kN/Bearing3_1/1286.csv,train,32768,25600,1.28,1,1252
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1287,40Hz10kN/Bearing3_1/1287.csv,train,32768,25600,1.28,1,1251
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1288,40Hz10kN/Bearing3_1/1288.csv,train,32768,25600,1.28,1,1250
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1289,40Hz10kN/Bearing3_1/1289.csv,train,32768,25600,1.28,1,1249
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1290,40Hz10kN/Bearing3_1/1290.csv,train,32768,25600,1.28,1,1248
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1291,40Hz10kN/Bearing3_1/1291.csv,train,32768,25600,1.28,1,1247
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1292,40Hz10kN/Bearing3_1/1292.csv,train,32768,25600,1.28,1,1246
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1293,40Hz10kN/Bearing3_1/1293.csv,train,32768,25600,1.28,1,1245
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1294,40Hz10kN/Bearing3_1/1294.csv,train,32768,25600,1.28,1,1244
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1295,40Hz10kN/Bearing3_1/1295.csv,train,32768,25600,1.28,1,1243
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1296,40Hz10kN/Bearing3_1/1296.csv,train,32768,25600,1.28,1,1242
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1297,40Hz10kN/Bearing3_1/1297.csv,train,32768,25600,1.28,1,1241
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1298,40Hz10kN/Bearing3_1/1298.csv,train,32768,25600,1.28,1,1240
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1299,40Hz10kN/Bearing3_1/1299.csv,train,32768,25600,1.28,1,1239
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1300,40Hz10kN/Bearing3_1/1300.csv,train,32768,25600,1.28,1,1238
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1301,40Hz10kN/Bearing3_1/1301.csv,train,32768,25600,1.28,1,1237
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1302,40Hz10kN/Bearing3_1/1302.csv,train,32768,25600,1.28,1,1236
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1303,40Hz10kN/Bearing3_1/1303.csv,train,32768,25600,1.28,1,1235
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1304,40Hz10kN/Bearing3_1/1304.csv,train,32768,25600,1.28,1,1234
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1305,40Hz10kN/Bearing3_1/1305.csv,train,32768,25600,1.28,1,1233
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1306,40Hz10kN/Bearing3_1/1306.csv,train,32768,25600,1.28,1,1232
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1307,40Hz10kN/Bearing3_1/1307.csv,train,32768,25600,1.28,1,1231
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1308,40Hz10kN/Bearing3_1/1308.csv,train,32768,25600,1.28,1,1230
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1309,40Hz10kN/Bearing3_1/1309.csv,train,32768,25600,1.28,1,1229
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1310,40Hz10kN/Bearing3_1/1310.csv,train,32768,25600,1.28,1,1228
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1311,40Hz10kN/Bearing3_1/1311.csv,train,32768,25600,1.28,1,1227
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1312,40Hz10kN/Bearing3_1/1312.csv,train,32768,25600,1.28,1,1226
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1313,40Hz10kN/Bearing3_1/1313.csv,train,32768,25600,1.28,1,1225
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1314,40Hz10kN/Bearing3_1/1314.csv,train,32768,25600,1.28,1,1224
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1315,40Hz10kN/Bearing3_1/1315.csv,train,32768,25600,1.28,1,1223
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1316,40Hz10kN/Bearing3_1/1316.csv,train,32768,25600,1.28,1,1222
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1317,40Hz10kN/Bearing3_1/1317.csv,train,32768,25600,1.28,1,1221
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1318,40Hz10kN/Bearing3_1/1318.csv,train,32768,25600,1.28,1,1220
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1319,40Hz10kN/Bearing3_1/1319.csv,train,32768,25600,1.28,1,1219
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1320,40Hz10kN/Bearing3_1/1320.csv,train,32768,25600,1.28,1,1218
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1321,40Hz10kN/Bearing3_1/1321.csv,train,32768,25600,1.28,1,1217
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1322,40Hz10kN/Bearing3_1/1322.csv,train,32768,25600,1.28,1,1216
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1323,40Hz10kN/Bearing3_1/1323.csv,train,32768,25600,1.28,1,1215
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1324,40Hz10kN/Bearing3_1/1324.csv,train,32768,25600,1.28,1,1214
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1325,40Hz10kN/Bearing3_1/1325.csv,train,32768,25600,1.28,1,1213
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1326,40Hz10kN/Bearing3_1/1326.csv,train,32768,25600,1.28,1,1212
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1327,40Hz10kN/Bearing3_1/1327.csv,train,32768,25600,1.28,1,1211
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1328,40Hz10kN/Bearing3_1/1328.csv,train,32768,25600,1.28,1,1210
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1329,40Hz10kN/Bearing3_1/1329.csv,train,32768,25600,1.28,1,1209
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1330,40Hz10kN/Bearing3_1/1330.csv,train,32768,25600,1.28,1,1208
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1331,40Hz10kN/Bearing3_1/1331.csv,train,32768,25600,1.28,1,1207
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1332,40Hz10kN/Bearing3_1/1332.csv,train,32768,25600,1.28,1,1206
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1333,40Hz10kN/Bearing3_1/1333.csv,train,32768,25600,1.28,1,1205
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1334,40Hz10kN/Bearing3_1/1334.csv,train,32768,25600,1.28,1,1204
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1335,40Hz10kN/Bearing3_1/1335.csv,train,32768,25600,1.28,1,1203
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1336,40Hz10kN/Bearing3_1/1336.csv,train,32768,25600,1.28,1,1202
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1337,40Hz10kN/Bearing3_1/1337.csv,train,32768,25600,1.28,1,1201
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1338,40Hz10kN/Bearing3_1/1338.csv,train,32768,25600,1.28,1,1200
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1339,40Hz10kN/Bearing3_1/1339.csv,train,32768,25600,1.28,1,1199
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1340,40Hz10kN/Bearing3_1/1340.csv,train,32768,25600,1.28,1,1198
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1341,40Hz10kN/Bearing3_1/1341.csv,train,32768,25600,1.28,1,1197
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1342,40Hz10kN/Bearing3_1/1342.csv,train,32768,25600,1.28,1,1196
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1343,40Hz10kN/Bearing3_1/1343.csv,train,32768,25600,1.28,1,1195
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1344,40Hz10kN/Bearing3_1/1344.csv,train,32768,25600,1.28,1,1194
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1345,40Hz10kN/Bearing3_1/1345.csv,train,32768,25600,1.28,1,1193
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1346,40Hz10kN/Bearing3_1/1346.csv,train,32768,25600,1.28,1,1192
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1347,40Hz10kN/Bearing3_1/1347.csv,train,32768,25600,1.28,1,1191
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1348,40Hz10kN/Bearing3_1/1348.csv,train,32768,25600,1.28,1,1190
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1349,40Hz10kN/Bearing3_1/1349.csv,train,32768,25600,1.28,1,1189
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1350,40Hz10kN/Bearing3_1/1350.csv,train,32768,25600,1.28,1,1188
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1351,40Hz10kN/Bearing3_1/1351.csv,train,32768,25600,1.28,1,1187
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1352,40Hz10kN/Bearing3_1/1352.csv,train,32768,25600,1.28,1,1186
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1353,40Hz10kN/Bearing3_1/1353.csv,train,32768,25600,1.28,1,1185
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1354,40Hz10kN/Bearing3_1/1354.csv,train,32768,25600,1.28,1,1184
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1355,40Hz10kN/Bearing3_1/1355.csv,train,32768,25600,1.28,1,1183
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1356,40Hz10kN/Bearing3_1/1356.csv,train,32768,25600,1.28,1,1182
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1357,40Hz10kN/Bearing3_1/1357.csv,train,32768,25600,1.28,1,1181
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1358,40Hz10kN/Bearing3_1/1358.csv,train,32768,25600,1.28,1,1180
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1359,40Hz10kN/Bearing3_1/1359.csv,train,32768,25600,1.28,1,1179
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1360,40Hz10kN/Bearing3_1/1360.csv,train,32768,25600,1.28,1,1178
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1361,40Hz10kN/Bearing3_1/1361.csv,train,32768,25600,1.28,1,1177
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1362,40Hz10kN/Bearing3_1/1362.csv,train,32768,25600,1.28,1,1176
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1363,40Hz10kN/Bearing3_1/1363.csv,train,32768,25600,1.28,1,1175
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1364,40Hz10kN/Bearing3_1/1364.csv,train,32768,25600,1.28,1,1174
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1365,40Hz10kN/Bearing3_1/1365.csv,train,32768,25600,1.28,1,1173
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1366,40Hz10kN/Bearing3_1/1366.csv,train,32768,25600,1.28,1,1172
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1367,40Hz10kN/Bearing3_1/1367.csv,train,32768,25600,1.28,1,1171
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1368,40Hz10kN/Bearing3_1/1368.csv,train,32768,25600,1.28,1,1170
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1369,40Hz10kN/Bearing3_1/1369.csv,train,32768,25600,1.28,1,1169
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1370,40Hz10kN/Bearing3_1/1370.csv,train,32768,25600,1.28,1,1168
XJTU-SY,3,40Hz10kN,2400,10.0,Bearing3_1,1,1371,40Hz10kN/Bearing3_1/1371.csv,train,32768,25600,1.28,1,1167
